product_id,product_variant,nome_sku,volume_hectolitros,marca,tamanho,embalagem,retornavel,origem,teor_alcoolico,tipo,classificacao
23.942,23.484,"Combo Hocus Pocus Orange Sunshine, Aura e Alma 355ml",0.01665,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.943,23.485,Cerveja American Blonde Ale Hocus Pocus Orange Sunshine 355ml - Pack 3 unidades,0.01665,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.717,23.259,Cerveja Hocus Pocus IPA Interstellar 500ml - Pack com 3 unidades,0.015,Hocus Pocus,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.093,9.724,Kit Copo + 12 unidades de Brahma Zero 350ml,0.042,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.047,12.677,"Growler Chopp Brahma 1,5L",0.015,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.141,20.686,Chopp Brahma em Lata 350ml,0.0035,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.361,17.908,Brahma 473ml - Pack de 24 unidades  + 1 Carvão 3kg,0.11352,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.420,17.967,Kit Brahma Duplo Malte 2 Latas 350ml + 1 Copo Vidro,0.007,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.695,18.242,Combo Brahma Duplo Malte + Ruffles (12 Brahma Duplo Malte 350ml + 3 Ruffles Original 92g),0.042,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.590,17.137,Brahma Duplo Malte 1L | Apenas o Líquido,0.01,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.449,18.996,Combo Presuntinho + Brahma (3 Presuntinhos 100g + 10 Brahma 473ml),0.0473,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.982,8.616,Brahma Malzbier 355ml,0.00355,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.110,8.744,Brahma 600ml | Apenas o Líquido - 12 unidades,0.072,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.738,22.283,Combo Experiência Budweiser -  Budweiser Long Neck 330 ml + Kit Copo,0.0264,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.843,22.385,Budweiser 269ml - Pack de 6 Unidades,0.01614,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
28.150,27.692,Budweiser Alumínio | NFL 330ml,0.00330,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.134,16.696,Budweiser Zero 350ml,0.0035,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.207,16.765,6 Budweiser 350ml + 1 Budweiser Zero 350ml Grátis,0.00350,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.958,19.503,Budweiser 269ml - Pack de 8 unidades,0.02152,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.045,19.590,Budweiser Party Box - Premium,0.021,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.513,20.058,Combo 6 Budweiser 350ml + 50 Envelopes de Figurinha Panini Copa do Mundo 2022,0.021,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
27.759,27.301,Bavaria 350ml,0.0035,Bavaria,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.011,9.643,Brahma Cruzeiro 473ml,0.00473,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.030,9.661,Brahma Fluminense 473ml,0.00473,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.086,9.717,Kit Copo + 12 unidades de Brahma Extra Lager 473ml - Unidade,0.05676,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.097,9.728,Kit Copo + 15 unidades de Brahma 269ml,0.04035,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.012,17.559,Combo Brahma Duplo Malte + Mikes Ice Limão (14 Brahma Duplo Malte 350ml + 4 Mikes Ice Limão 269ml),0.05976,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.510,19.057,Brahma Duplo Malte 330ml - Pack de 6 Unidades,0.0198,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.537,18.084,Brahma Duplo Malte 300ml | Apenas o Líquido,0.003,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.690,18.237,Combo Brahma Duplo Malte + Spaten (6 Brahma Duplo Malte 350ml + 6 Spaten 350ml + 2 Amendoins Sem Pele Elma Chips 100g),0.042,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.169,18.716,Brahma Duplo Malte Escura 350ml,0.0035,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.348,17.895,Brahma 600ml | Apenas o Líquido - Unidade - Pack de 12 Unidades,0.072,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
25.414,24.956,12 Chopp Brahma em lata 350ml + 1 Brahma Bag,0.042,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.413,15.028,Fürst Alawa Session IPA 473ml,0.00473,Fürst,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.515,15.130,Budweiser KEG 5L,0.05,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.625,15.240,Kona Big Wave Golden Ale 269ml,0.00269,Kona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.278,17.825,Combo Doritos + Budweiser (2 Doritos Queijo Nacho 140g + 10 Budweiser 269ml),0.0269,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.422,17.969,Budweiser Zero 330ml,0.0033,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.027,9.658,Brahma Vitória 269ml,0.00269,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.028,9.659,Brahma Vasco da Gama 473ml,0.00473,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.080,9.711,Kit Copo + 4 unidades de Brahma 600ml | Vasilhame Incluso,0.024,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.279,9.901,Brahma Extra Dark Lager 355ml,0.00355,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.301,9.931,Brahma Flamengo 473ml,0.00473,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.213,17.760,Brahma Duplo Malte 473ml - Pack de 24 Unidades,0.11352,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.068,8.702,Goose Island IPA 355ml,0.00355,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.333,20.878,Combo Brahma Duplo Malte 350ml - Pack de 12 unidades + GRÁTIS Chopp Brahma na lata 350ml,0.0455,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.981,8.615,Brahma Malzbier 350ml - Caixa com 12 Unidades,0.042,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.123,8.757,Brahma 1L | Apenas o Líquido - Unidade,0.01,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.106,9.737,Kit Copo + 10 unidades de Brahma 300ml | Vasilhame Incluso,0.03,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.300,9.930,Brahma Bahia 269ml,0.00269,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.642,21.187,"Brahma Duplo Malte Novas Combinações 350ml - Pack com 6 unidades (Trigo, Tostada e Black)",0.021,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.488,19.035,Combo Brahma Duplo Malte + Água AMA (12 Brahma Duplo Malte 350ml + 2 Água AMA 500ml),0.046,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.102,16.665,Brahma Duplo Malte 350ml - Pack de 24 unidades,0.084,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.942,8.576,Budweiser 343ml - Pack com 6 Unidades,0.02058,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.145,8.779,Budweiser 600ml | Apenas o Líquido - Unidade,0.006,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.159,8.793,Budweiser 990ml | Apenas o Líquido - Unidade,0.0099,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
24.486,24.028,12 unidades de Budweiser 300ml | Apenas o líquido + GRÁTIS 1 Cestinha,0.036,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
25.635,25.177,Budweiser 350ml - 3 por R$10,0.0105,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.046,19.591,Budweiser Party Box - Light,0.014,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.670,9.303,Budweiser 330ml,0.0033,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.856,10.486,Growler Goose Island English Bitter Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.436,11.066,Growler Goose Island Town Hall Ale 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.847,10.477,Growler Goose Island Midway Pet 1L,0.01,Goose Island,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.045,12.675,Polar Export 1L | Vasilhame Incluso,0.01,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.577,13.207,Lohn Unfiltered Lager 600ml,0.006,Lohn,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.001,16.570,Michelob Ultra Light Lager 330ml,0.0033,Michelob Ultra,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.504,10.134,Nossa 1L | Vasilhame Incluso,0.01,Nossa,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.306,18.853,Polar Puro Malte 1L - Vasilhame Incluso,0.01,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.104,16.667,Polar Export 473ml - Pack de 24 unidades,0.11352,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.686,23.228,Polar Export 473ml - Pack de 15 Unidades,0.071,Polar,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.517,20.062,Cerveja Paulistania Marco Zero 600 ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.376,15.986,Combo Three Monkeys Classic IPA Long Neck | Fürst Lencastre Pilsen | Noi Amara + Caneca,0.01555,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.389,15.999,Combo Antuérpia Trela | Hocus Pocus Interstellar | Noi Bianca,0.016,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.424,16.034,Combo Albanos Amber Lager | Fürst Frei Galdi Blond Ale | 040 Jacu Encantando,0.018,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.602,11.232,Krug International Lager 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.615,11.245,Unicorn Premium Lager 350ml,0.0035,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.673,11.303,Flamingo Beer Witbier 300ml,0.003,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.738,11.368,Farra Bier Lap Dance Catharina Sour 350ml,0.0035,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.824,11.454,Cerveja Dádiva Premium Lager 310ml,0.0031,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
12.277,11.907,Noi Rossa Irish Red Ale 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.224,18.771,Tupiniquim Chopp Pilsen 1L - Pack de 6 Unidades,0.06,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.778,19.325,Amazon Beer Erva Chama Imperial Ipa 1L - Pack de 6 Unidades,0.06,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.731,15.346,Ux Brew Acid Rain Maçã Verde Lata 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
15.746,15.361,Hop Mundi Symphony 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.343,15.953,Combo Albanos Amber Lager | Three Monkeys Golden Ale | Hocus Orange Sunshine + Caneca,0.016,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.444,16.991,Capunga Oktober Pilsen 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.447,16.994,Capunga Double IPA Bala De Prata 275ml,0.00275,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.128,17.675,Salva Bairrista Lata 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.136,17.683,Salva Pilsen Export Chopp 1L,0.01,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.140,8.774,Original 600ml | Vasilhame Incluso - 12 unidades,0.072,Original,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.382,17.929,Krug German Pilsner 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.529,18.076,Embuarama Tanoa Wood Aged 2 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.740,18.287,Cerveja Dádiva Imperial Stout 310ml,0.0031,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.882,18.429,Capitosa Lager 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.966,18.513,Roleta Russa APA 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.026,18.573,Kit Cerveja Ceará Raça Alvinegra (2 Cerveja Ceará Raça Alvinegra Lager 473ml + Copo Personalizado),0.00946,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.035,18.582,Roleta Russa IPA 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.041,18.588,Cerveja Opa Bier German Lager 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.177,18.724,Praya Witbier 355ml - Pack de 6 Unidades,0.0213,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.134,21.679,Cerveja Faxe Premium 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.401,21.946,Cerveja Laut Lata Pilsen 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.085,22.627,Cerveja Convento Session IPA 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
25.555,25.097,Cerveja OBA! Viva Pilsen 2L,0.02,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
52.492,52.032,Cerveja Búzios Geribá Premium Larger 600ml,0.00600,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.827,13.442,Therezópolis Jade IPA 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.416,16.026,Combo Albanos Amber Lager | Fürst Frei Galdi Blond Ale | Albanos UAI Minas Lager com Doce de Leite,0.018,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.427,16.037,Combo Antuérpia Trela | Albanos American IPA | Brüder Weiss,0.017,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.972,10.602,Pratinha Bohemian Pilsner 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.616,11.246,Unicorn Premium Lager 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.653,11.283,Juan Caloto Sour Neipa 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.659,11.289,Juan Caloto Sour IPA 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.743,11.373,Farra Bier Tomorrowland 350ml,0.0035,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.752,11.382,Ux Brew Monkey Business NEIPA 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
12.276,11.906,Noi Bionda Oro  Pilsen Premium 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.580,17.127,Tupiniquim Vienna Lager 437ml,0.00437,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.582,17.129,Praya Witbier 269ml,0.00269,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.849,17.396,Blumenau Session IPA 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.901,17.448,Fruki Bellavista Lager 355ML,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.138,17.685,Salva RED ALE 600ML,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.593,18.140,Tupiniquim Chopp Bock Barrilete 1L,0.01,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.664,18.211,Cerveja Opa Bier Weizen 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.677,18.224,Amazon Beer Erva Chama Imperial Ipa 1L,0.01,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.039,18.586,Barbarella Fruitbier Morango 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.164,18.711,Cerveja Maniacs Wit 350ml - Pack de 12 Unidades,0.042,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.968,21.513,Kit Original 600ml (24 Unidades) + 4 copos oficiais,0,Original,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.020,21.565,Capunga Pet Growler Puro Malte 1L - Pack de 6 unidades,0.06,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.016,21.561,Capunga Pet Growler Lager 1L - Pack de 6 Unidades,0.06,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.404,21.949,Cerveja Laut Double Ipa 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.371,18.918,Capunga Premium Lager 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.569,19.116,Cruls Red IPA 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.821,13.436,Sul Americana Puro Malte 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.823,13.438,Therezópolis Gold Long Neck 355ml,0.00355,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
14.032,13.647,Ekäut Premium Lager 500ml,0.005,Ekäut,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.414,16.024,Combo Albanos American IPA | Antuérpia 07 Witbier | Slod Dry Stout Cacau + Caneca,0.016,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
16.649,16.259,Original 350ml - Pack de 15 unidades,0.0525,Original,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.308,10.938,Cooler Gaseificado de Vinho Esplêndido 300ml,0.003,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.603,11.233,Krug Áustria Lager 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.618,11.248,Unicorn Witbier 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.655,11.285,Juan Caloto West Coast IPA 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.657,11.287,Juan Caloto West Coast APA 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.670,11.300,Fürst Magnus IPA 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.754,11.384,Ux Brew RIS 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.827,11.457,Dádiva Munich Dunkel 310ml,0.0031,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.058,17.605,Verace Kings Cross Pale Ale 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.061,17.608,Verace Laranja Mecânica Witbier 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
14.954,14.569,Tarantino ZN Lager 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.519,20.064,Cerveja Erdinger Tradicional 500ml - Pack de 6 unid.,0.03,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.896,20.441,Cerveja Opa Bier Pale Ale 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.243,20.788,Cerveja Paulaner Hefe Weissbier 500ml,0.005,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.441,20.986,Kit Presente Ribeirão Lager + Copo Colorado 350ml,0,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.231,18.778,Tupiniquim Vienna Lager 437ml - Pack com 6 Unidades,0.02622,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
19.309,18.856,Cerveja Australian Sparkling Bastards Brewery Golden Flamingo 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.760,17.307,Jybá Double IPA 473ml,0.00473,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.895,20.440,Cerveja Opa Bier Kristal Weizen 600ml,0.006,Artesanais,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.359,10.989,Brahma Extra Lager 269ml,0.00269,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.733,17.280,Brahma 350ml - Pack de 4 unidades,0.014,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.092,9.723,Kit Copo + 8 unidades de Brahma Malzbier 350ml,0.028,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.103,9.734,Kit Copo + 6 unidades de Brahma 1L | Apenas o Líquido,0.06,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.692,18.239,Combo Brahma Duplo Malte + Amendoim Japonês (2 Amendoim Japonês Elma Chips 145g + 12 Brahma Duplo Malte 350ml),0.042,Brahma,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.161,8.795,Budweiser 990ml | Apenas o Líquido - 12 Unidades,0.1188,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
13.956,13.571,Kit 4 Copos Budweiser 400ml,0.016,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
18.757,18.304,Budweiser 330ml Copa,0.0033,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
28.143,27.685,Kit Budweiser Supreme,0.000,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
20.512,20.057,Copo Budweiser de Alumínio 650ml Copa do Mundo 2022,0,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.952,17.499,Budweiser 269ml - Pack de 20 Unidades,0.0538,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.634,17.181,Budweiser Lollapalooza 350ml,0.0035,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.953,17.500,Budweiser 269ml - Pack de 24 Unidades,0.06456,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
8.941,8.575,Budweiser 343ml - Unidade,0.00343,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.831,17.378,Budweiser Barril 5L,0.05,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.247,9.869,Budweiser 410ml,0.0041,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
14.812,14.427,Motim Sour Is The New Hoppy Graviola e Cupuaçu 473ml,0.00473,Motim,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
21.458,21.003,Corona Extra 330ml - Pack de 12 Unidades,0.0396,Corona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.127,10.757,Motim Dubhlinn 473ml,0.00473,Motim,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
11.129,10.759,Motim Folklore Pils 500ml,0.005,Motim,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.162,8.796,Budweiser 990ml | Vasilhame Incluso - 12 Unidades,0.1188,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
22.848,22.390,Budweiser 473ml - Pack de 6 Unidades,0.02838,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
23.541,23.083,Budweiser 300ml | Apenas o Líquido - Pack de 24 Unidades,0.072,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.949,17.496,Budweiser 269ml - Pack de 8 Unidades,0.02152,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
10.269,9.891,Kona Longboard 355ml,0.00355,Kona,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
9.851,9.484,Budweiser 550ml | Vasilhame Incluso,0.0055,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
26.583,26.125,6 Budweiser 330ml + 1 Copo Alumínio 473ml Grátis,0.0198,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
28.151,27.693,Budweiser Supreme 330ml,0.00330,Budweiser,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
27.769,27.311,Schin 269ml,0.00269,Schin,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.088,16.651,Killbrew Hoppy Revolution IPA 500ml,0.005,Killbrew,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
17.430,16.983,Killbrew Hoppy Revolution West Coast IPA 500ml,0.005,Killbrew,210ml,Vidro,Sim,Nacional,até 5%,Pilsen,Populares
